01985b6b-1eeb-77b8-bd65-ec2c097991c4,2025-07-30T13:00:03.691711+00:00,2025-07-30T13:00:03.691711+00:00,163,0,0,0,0,TES-00000146,7,0,1,990,1
01985b6b-1e30-7c22-999f-7aa1e9df701c,2025-07-30T13:00:03.504351+00:00,2025-07-30T13:00:03.504351+00:00,96,0,0,0,0,TES-00000146,6,0,1,1308,1
01985b6b-25e4-79b1-91b3-83c54943c179,2025-07-30T13:00:05.476338+00:00,2025-07-30T13:00:05.476338+00:00,7,0,0,0,0,TES-00006238,10,0,0,59,1
01985854-6e94-76f3-829e-e211e72f4dd2,2025-07-29T22:36:25.108789+00:00,2025-07-29T22:36:25.108789+00:00,164,0,0,0,0,TES-00000146,9,0,1,1074,7
01985b6b-2051-7a8a-bc99-da492af99422,2025-07-30T13:00:04.048981+00:00,2025-07-30T13:00:04.048981+00:00,164,0,0,0,0,TES-00000146,9,0,1,1074,7
01985854-71e0-74a0-83f5-6841f768890b,2025-07-29T22:36:25.952041+00:00,2025-07-29T22:36:25.952041+00:00,86,0,0,0,0,TES-00005864,2,0,0,2,1
01985b6b-309d-7fcc-8b36-d59334385a6c,2025-07-30T13:00:08.220932+00:00,2025-07-30T13:00:08.220932+00:00,86,0,0,0,0,TES-00005864,2,0,0,2,1
01985854-69d1-70e9-b8bb-506c8d7ccc9c,2025-07-29T22:36:23.889848+00:00,2025-07-29T22:36:23.889848+00:00,192,0,0,0,0,TES-00001046,4,0,9,97,10
01985b6b-2f4a-7bc5-8034-4e85faa04bf8,2025-07-30T13:00:07.882734+00:00,2025-07-30T13:00:07.882734+00:00,174,0,0,0,0,TES-00001046,4,0,1,71,10
01985b6b-232a-7dea-a527-4ba0d537dc9b,2025-07-30T13:00:04.778307+00:00,2025-07-30T13:00:04.778307+00:00,38,0,0,0,0,TES-00006237,5,0,2,220,3
01985b6b-27e2-780e-8691-1b46f8b61d26,2025-07-30T13:00:05.986743+00:00,2025-07-30T13:00:05.986743+00:00,3,0,0,0,0,TES-00007683,3,0,0,26,1
01985854-6c36-7809-ae36-c446a1353a88,2025-07-29T22:36:24.502665+00:00,2025-07-29T22:36:24.502665+00:00,11,0,0,0,0,TES-00011553,2,0,0,59,1
01985b6b-35fc-7f88-96c9-e998544064df,2025-07-30T13:00:09.595940+00:00,2025-07-30T13:00:09.595940+00:00,11,0,0,0,0,TES-00011553,2,0,0,59,1
01985b6b-273f-7042-bc0e-b256ea1b17c1,2025-07-30T13:00:05.823559+00:00,2025-07-30T13:00:05.823559+00:00,7,0,0,0,0,TES-00006238,9,0,0,59,1
